342.465,251.476,0,0,0.5,0,0
345.46,254.47,0,0,0.5,0,0
344.462,257.464,0,0,0.5,0,0
340.468,259.459,0,0,0.5,0,0
345.46,259.459,0,0,0.5,0,0
342.465,259.459,0,-2.98023e-08,0.5,0,0
340.468,259.459,0,0,0.5,0,0
340.468,259.459,0,-2.98023e-08,0.5,0,0
291.544,216.549,-0.0707108,-0.0612373,0.435355,0,0
247.613,180.624,-0.141422,-0.122475,0.47071,0,0
296.537,147.692,-0.0707111,-0.183712,0.506065,0,0
382.402,146.694,0.0707103,-0.183712,0.506065,0,0
430.328,178.628,0.141421,-0.122475,0.47071,0,0
486.24,215.551,0.212132,-0.0612377,0.435355,0,0
551.139,256.466,0.282843,-4.76837e-07,0.4,0,0
580.094,212.557,0.353553,-0.0612379,0.435355,0,0
295.538,301.372,-0.0707106,0.0612374,0.464645,0,0
243.619,348.274,-0.141421,0.122475,0.42929,0,0
180.718,403.16,-0.212132,0.183712,0.393934,0,0
140.78,348.274,-0.282843,0.122475,0.42929,0,0
106.833,301.372,-0.353553,0.0612375,0.464645,0,0
382.402,225.53,0.0707106,-0.0612374,0.535355,0,0
416.349,193.597,0.141421,-0.122475,0.57071,0,0
