328.487,231.518,0,0,0.5,324,324,1,0,0,0,-1,2.53518e-06,0,-2.53518e-06,-1,-0,-0,0.5
331.482,250.478,0,0,0.5,324,324,0.707107,0.707106,-1.79264e-06,0.707106,-0.707107,1.79265e-06,0,-2.53518e-06,-1,-0,-0,0.5
323.495,257.464,0,0,0.5,324,324,1.26759e-06,1,-2.53518e-06,1,-1.26759e-06,3.21357e-12,0,-2.53518e-06,-1,-0,-0,0.5
313.51,256.466,0,0,0.5,324,324,-0.707105,0.707108,-1.79265e-06,0.707108,0.707105,-1.79264e-06,0,-2.53518e-06,-1,-0,-0,0.5
333.479,236.507,0,0,0.5,324,324,1,0,0,0,-0.866027,-0.499997,0,0.499997,-0.866027,-0,-0,0.5
327.488,242.495,0,-2.98023e-08,0.5,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,-0,-2.98023e-08,0.5
318.502,245.489,0,0,0.5,324,324,1.26759e-06,1,0,0.866027,-1.09777e-06,-0.499997,-0.499997,6.33792e-07,-0.866027,-0,-0,0.5
311.513,244.491,0,-2.98023e-08,0.5,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,-0,-2.98023e-08,0.5
257.598,197.588,-0.0707108,-0.0612373,0.435355,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,-0.0707108,-0.0612373,0.435355
214.665,160.665,-0.141422,-0.122475,0.47071,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,-0.141422,-0.122475,0.47071
270.577,124.74,-0.0707111,-0.183712,0.506065,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,-0.0707111,-0.183712,0.506065
360.437,124.74,0.0707103,-0.183712,0.506065,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,0.0707103,-0.183712,0.506065
412.356,157.672,0.141421,-0.122475,0.47071,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,0.141421,-0.122475,0.47071
472.262,195.593,0.212132,-0.0612377,0.435355,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,0.212132,-0.0612377,0.435355
542.153,240.499,0.282843,-4.76837e-07,0.4,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,0.282843,-4.76837e-07,0.4
576.1,192.599,0.353553,-0.0612379,0.435355,324,324,-0.707105,0.707108,0,0.612375,0.612372,-0.499997,-0.353552,-0.353551,-0.866027,0.353553,-0.0612379,0.435355
276.568,286.403,-0.0707106,0.0612374,0.464645,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,-0.0707106,0.0612374,0.464645
216.661,335.301,-0.141421,0.122475,0.42929,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,-0.141421,0.122475,0.42929
145.772,396.175,-0.212132,0.183712,0.393934,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,-0.212132,0.183712,0.393934
106.833,336.299,-0.282843,0.122475,0.42929,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,-0.282843,0.122475,0.42929
371.42,206.57,0.0707106,-0.0612374,0.535355,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,0.0707106,-0.0612374,0.535355
409.36,174.636,0.141421,-0.122475,0.57071,324,324,0.707107,0.707106,0,0.612373,-0.612374,-0.499997,-0.353551,0.353552,-0.866027,0.141421,-0.122475,0.57071
